video_id,channel_id,published_date,video_title,video_description,likes,dislikes,views,comment_count
sd__JUD-C14,UCq-Fj5jknLsUf-MWSy4_brA,2018-04-08T13:30:00Z,Ghar Se Nikalte Hi Video Song With Lyrics | Amaal Mallik Feat. Armaan Malik | Bhushan Kumar | Angel,"Ghar Se Nikalte Hi Video With Lyrics | ""Ghar Se Nikalte Hi Lyrical"" | Armaan Malik New Songs 

Gulshan Kumar and T-Series present Bhushan Kumar's ""Ghar Se Nikalte Hi"" lyrical video song, composed and Reprised by Amaal Mallik, sung by Armaan Malik, Directed by Charit Desai Lyrics by Kunaal Vermaa feat. Angel.

♪ Available on ♪
iTunes: http://bit.ly/Ghar-Se-Nikalte-Hi-iTunes
Hungama: http://bit.ly/Ghar-Se-Nikalte-Hi-Hungama
Saavn: http://bit.ly/Ghar-Se-Nikalte-Hi-Saavn
Gaana: http://bit.ly/Ghar-Se-Nikalte-Hi-Gaana
Apple Music: http://bit.ly/Ghar-Se-Nikalte-Hi-Apple-Music
Wynk: http://bit.ly/Ghar-Se-Nikalte-Hi-Wynk
Amazon Prime Music: http://bit.ly/Ghar-Se-Nikalte-Hi-AmazonMusic
_______________________________________
For  Caller Tunes :
""Ghar Se Nikalte Hi"" https://bit.ly/2qfaj6G
""Ghar Se Nikalte Hi - Uski Gali""  https://bit.ly/2uWAkwO
""Ghar Se Nikalte Hi - Kal Jo Mile"" https://bit.ly/2EnWeJ2

Set as Caller Tune:
Set ""Ghar Se Nikalte Hi"" as your caller tune -SMS GHNK1 To 54646
Set ""Ghar Se Nikalte Hi - Uski Gali"" as your caller tune - SMS GHNK2 To 54646 To 54646
Set ""Ghar Se Nikalte Hi - Kal Jo Mile"" as your caller tune - SMS GHNK3 To 54646
________________________________________
Song - ""Ghar Se Nikalte Hi""
Singer - Armaan Malik 
Music Composed & Reprised By - Amaal Mallik
Lyrics - Kunaal Vermaa 
Directed By - Charit Desai

*Song Adapted From The Original Song Ghar Se Nikalte Hi
Composed By Rajesh Roshan,
Sung By Udit Narayan & Penned By Javed Akhtar.

MUSIC TEAM
Song Programmed By - Abhijit Vaghani & Amaal Mallik.
All Live Instruments Arranged & Produced By - Amaal Mallik.
Song Mixed & Mastered By -  Eric Pillai.
Backing Vocals Performed By - Suzanne D'mello.
Live Guitars - Ankur Mukherjee.
Live Flute- Paras Nath.
Live Rhythms & Percussions Conducted & Performed  By - Dipesh Varma.
Live Dholaks - Navin Sharma.
Live Bass - Roland Fernandes.
Song Recorded By 
Rahul Sharma, AMV Studio, Mumbai.
Vocals Recorded At Amaal Mallik Studios.
Music Assistants : Krish Trivedi, Zaiyd Patni, Shishir Samant,Yash Narvekar, Ankush Bhardwaj, Vivek Bharti, Gaurav Sanghvi, Anvay Patil, Rujul Deolikar.
Mix Assistants : Michael Edwin Pillai & Amjad Khan.

Director of Photography: Sunita Radia
Editor: Manan Sagar
President Marketing, Media & Publishing: Vinod Bhanushali
President Digital &Legal: Neeraj Kalyan
Senior Vice President Films: Shiv Chanana
Vice President Creative: Anjali Bhushan
Music Supervisor: Shivam Chanana.
A & R Team: Raj Chanana, Sonal Chawla & Vivin Sachdeva
Marketing Team: Bhavesh Bhanushali, Pooja Vora, Rajendram Akula
Branding: Yesha Shah
Di & VFX: Post House
________________________________________
Operator Codes: 
1.Ghar Se Nikalte Hi
Vodafone Subscribers Dial 53710402758
Airtel Subscribers Dial 5432116513072
Idea Subscribers Dial 5678910402758
Tata DoCoMo Subscribers dial 54321110402758
BSNL (South / East) Subscribers sms BT 10402758 To 56700
BSNL (North / West) Subscribers sms BT 7053886 To 56700
Virgin Subscribers sms TT 10402758 To 58475
Telenor Subscribers dial 500110402758
MTNL Subscribers sms PT 10402758 To 56789

2.Ghar Se Nikalte Hi - Uski Gali
VodafoneVodafone Subscribers Dial 53710402758
AirtelAirtel Subscribers Dial 5432116513072
IdeaIdea Subscribers Dial 5678910402758
Tata DoCoMoTata DoCoMo Subscribers dial 54321110402758
BSNL (South / East) Subscribers sms BT BSNL (South / East) Subscribers sms BT 10402758 To 56700 To 56700
BSNL (North / West) Subscribers sms BT BSNL (North / West) Subscribers sms BT 7053886 To 56700 To 56700
Virgin Subscribers sms Virgin Subscribers sms TT 10402758 To 58475 To 58475
TelenorTelenor Subscribers dial 500110402758
MTNLMTNL Subscribers sms PT 10402758 To 56789 To 56789

3.Ghar Se Nikalte Hi - Kal Jo Mile
Vodafone Subscribers Dial 53710402756
Airtel Subscribers Dial 5432116513793
Idea Subscribers Dial 5678910402756
Tata DoCoMo Subscribers dial 54321110402756
BSNL (South / East) Subscribers sms BT 10402756 To 56700
BSNL (North / West) Subscribers sms BT 7053887 To 56700
Virgin Subscribers sms TT 10402756 To 58475
Telenor Subscribers dial 500110402756
MTNL Subscribers sms PT 10402756 To 56789

___
Enjoy & stay connected with us!
► Subscribe to T-Series: http://bit.ly/TSeriesYouTube
► Like us on Facebook: https://www.facebook.com/tseriesmusic
► Follow us on Twitter: https://twitter.com/tseries
► Follow us on Instagram: http://bit.ly/InstagramTseries",24017,1082,1669942,1510
QIN5YIYlpUc,UCq-Fj5jknLsUf-MWSy4_brA,2020-07-06T06:00:04Z,"Rootha Kyun Lyrical | 1920 LONDON |Sharman Joshi, Meera Chopra | Shaarib,Toshi | Mohit Chauhan","Presenting the lyrical video of the song ""Rootha Kyun""  from the bollywood movie 1920 LONDON starring Sharman Joshi, Meera Chopra, Vishal Karwal in lead roles, directed by Tinu Suresh Desai, written by Girish Dhamija, produced by Reliance Entertainment.
The song Rootha Kyun is sung by Shaarib & Toshi Feat. Mohit Chauhan/Payal Dev in the music direction of Shaarib & Toshi and lyrics were written by Azeem Shirazi.

Song - Rootha Kyun
Music - Shaarib & Toshi
Singer - Shaarib & Toshi Ft.Mohit Chauhan & Payal Dev
Lyrics- Azeem Shirazi
Programmed by - Aditya Dev, 
Mixed & Mastered by - Tosief Shaikh
Recorded by- Julian
MUSIC ON T-SERIES

For Caller Tune : 
Rutha Kyun http://bit.ly/RuthaKyun
Rutha Kyun - Laazim Hai Jaise http://bit.ly/LaazimHaiJaiseRuthaKyun

Set ""Rutha Kyun"" as your caller Tune - sms LDON5 To 54646
Set ""Rutha Kyun - Laazim Hai Jaise"" as your caller Tune - sms LDON6 To 54646
___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",13440,1150,778565,1537
vDmVblfzek4,UCq-Fj5jknLsUf-MWSy4_brA,2016-06-17T11:08:54Z,"Tum Ho Toh Lagta Hai Audio Song | Amaal Mallik Feat. Shaan | Taapsee Pannu, Saqib Saleem","T-Series music brings to you a soulful track in voice of prolific singer Shaan, composed by Amaal Mallik and penned by Rashmi Virag starring Taapsee Pannu, Saqib Saleem. 

Song: TUM HO TOH LAGTA HAIN
Singer: SHAAN
Music: AMAAL MALLIK
Lyrics: RASHMI VIRAG
Song Programmed By - ABHIJIT VAGHANI
Song Mixed & Mastered By - ERIC PILLAI (FUTURE SOUND OF BOMBAY)
Assistants - MICHAEL EDWIN PILLAI & LUCKY.
Additional programmers - Jarvis Menezes 
Guitars - Shomu Seal
Music Label: T-SERIES

Buy it on iTunes:- https://geo.itunes.apple.com/in/album/tum-ho-toh-lagta-hain-single/id1123980007?ls=1&app=itunes

Listen it on Hungama:- http://goo.gl/ILZgcl

For Caller Tunes:
Tum Ho Toh Lagta Hain http://bit.ly/28x1ZyV
Tum Ho Toh Lagta Hain - Apne Dil Mein http://bit.ly/1PoDQPk


Enjoy and stay connected with us!!

Subscribe to T-Series Channel for unlimited entertainment
http://www.youtube.com/user/tseries?sub_confirmation=1




Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries

Follow us on
http://www.instagram.com/tseries.official



----------------------------------------------

Set ""Tum Ho Toh Lagta Hain"" as your caller tune - sms TMHT1 To 54646

Set ""Tum Ho Toh Lagta Hain - Apne Dil Mein"" as your caller tune - sms TMHT2 To 54646

________________________

OPERATOR CODES :

1. Tum Ho Toh Lagta Hain

Vodafone Subscribers Dial 5377975984
Airtel Subscribers Dial 5432115519927
Idea Subscribers Dial 567897975984
Tata DoCoMo Subscribers dial 5432117975984
Aircel Subscribers sms DT 6087337  To 53000
BSNL (South / East) Subscribers sms BT 7975984 To 56700
BSNL (North / West) Subscribers sms BT 6087337 To 56700
Virgin Subscribers sms TT 7975984 To 58475
MTS Subscribers  sms CT 6087657 to 55777
Videocon Subscribers dial 54321100479854
Telenor Subscribers dial 50016087762
MTNL Subscribers sms PT 7975984 To 56789

2. Tum Ho Toh Lagta Hain - Apne Dil Mein

Vodafone Subscribers Dial 5377975986
Airtel Subscribers Dial 5432115517903
Idea Subscribers Dial 567897975986
Tata DoCoMo Subscribers dial 5432117975986
Aircel Subscribers sms DT 6087336  To 53000
BSNL (South / East) Subscribers sms BT 7975986 To 56700
BSNL (North / West) Subscribers sms BT 6087336 To 56700
Virgin Subscribers sms TT 7975986 To 58475
MTS Subscribers  sms CT 6087656 to 55777
Videocon Subscribers dial 54321100479855
Telenor Subscribers dial 50016087761
MTNL Subscribers sms PT 7975986 To 56789",13253,672,2008899,436
rbVc7KlrD5E,UCq-Fj5jknLsUf-MWSy4_brA,2017-12-29T17:30:03Z,Guru Randhawa: Lahore Video Song  (Lyrics) |  Bhushan Kumar | Vee | DirectorGifty | T-Series,"Gulshan Kumar presents Bhushan Kumar's LAHORE with LYRICS in the voice of ""Guru Randhawa"", The song is composed and penned by Guru Randhawa. Hit 'LIKE' if you ♥ this song

SUBSCRIBE 👉 http://bit.ly/TSeriesYouTube For UNLIMITED ENTERTAINMENT! 

♪ Available on ♪
iTunes : http://bit.ly/Lahore-Guru-Randhawa-iTunes
Hungama : http://bit.ly/Lahore-Guru-Randhawa-Hungama
Gaana : http://bit.ly/Lahore-Guru-Randhawa-Gaana
Saavn : http://bit.ly/Lahore-Guru-Randhawa-Saavn
Apple Music : http://bit.ly/Lahore-Guru-Randhawa-Apple-Music
Google Play : http://bit.ly/Lahore-Guru-Randhawa-Google-Play-1
Wynk Music - http://wynk.in/u/101IxO1cZzY6rf 

For  Caller Tunes :
Lahore http://bit.ly/2Cdtv9Y
Music-Lahore http://bit.ly/2C9YmUF
Chain Mera-Lahore http://bit.ly/2nWWwDM

Set as Caller Tune:
Set ""Lahore"" as your caller tune - sms LAHORE1 To 54646
Set ""Music-Lahore"" as your caller tune - sms LAHORE2 To 54646\
Set ""Chain Mera-Lahore"" as your caller tune - sms LAHORE3 To 54646
________________________________________
Song - Lahore 
Singer - Guru Randhawa
Lyrics - Guru Randhawa 
Composer- Guru Randhawa 
Music- Vee Music 
Video - DirectorGifty
Mix/Master - Cross flow Recordings (London)
Choreographer: Amit Syal 
Costumes- Sheltun  Benjamin
Music Label - T-Series
________________________________________
Operator Codes: 
1.Lahore
Vodafone Subscribers Dial 5379999260
Reliance Subscribers SMS CT 9999260 to 51234
Idea Subscribers Dial 567899999260
Tata DoCoMo Subscribers dial 5432119999260
Aircel Subscribers sms DT 6935358  To 53000
BSNL (South / East) Subscribers sms BT 9999260 To 56700
BSNL (North / West) Subscribers sms BT 6935358 To 56700
Virgin Subscribers sms TT 9999260 To 58475
Telenor Subscribers dial 50019999260
MTNL Subscribers sms PT 9999260 To 56789

2.Music-Lahore
Vodafone Subscribers Dial 5379999261
Reliance Subscribers SMS CT 9999261 to 51234
Idea Subscribers Dial 567899999261
Tata DoCoMo Subscribers dial 5432119999261
Aircel Subscribers sms DT 6935359  To 53000
BSNL (South / East) Subscribers sms BT 9999261 To 56700
BSNL (North / West) Subscribers sms BT 6935359 To 56700
Virgin Subscribers sms TT 9999261 To 58475
Telenor Subscribers dial 50019999261
MTNL Subscribers sms PT 9999261 To 56789

3.Chain Mera-Lahore
Vodafone Subscribers Dial 5379999283
Reliance Subscribers SMS CT 9999283 to 51234
Idea Subscribers Dial 567899999283
Tata DoCoMo Subscribers dial 5432119999283
Aircel Subscribers sms DT 6935360  To 53000
BSNL (South / East) Subscribers sms BT 9999283 To 56700
BSNL (North / West) Subscribers sms BT 6935360 To 56700
Virgin Subscribers sms TT 9999283 To 58475
Telenor Subscribers dial 50019999283
MTNL Subscribers sms PT 9999283 To 56789

___
Enjoy & stay connected with us!
► Subscribe to T-Series: http://bit.ly/TSeriesYouTube
► Like us on Facebook: https://www.facebook.com/tseriesmusic
► Follow us on Twitter: https://twitter.com/tseries
► Follow us on Instagram: http://bit.ly/InstagramTseries",271993,27115,50867522,15705
BvPNWCzQMec,UCq-Fj5jknLsUf-MWSy4_brA,2016-02-05T08:02:51Z,"BEKHUDI Full Song (AUDIO) | TERAA SURROOR | Himesh Reshammiya, Farah Karimaee | T-Series","Presenting BEKHUDI FULL SONG from upcoming movie TERAA SURROOR starring Himesh Reshammiya & Farah Karimaee in leading roles, directed Shawn Arranha, produced by T-SERIES FILMS in association with HR MUSIK.

Click to SHARE ON FACEBOOK - http://bit.ly/ShareBEKHUDIonFACEBOOK
Click to TWEET - http://bit.ly/TweetBekhudiVideoSong

►Click to MAIN VOH CHAAND Video Song - https://youtu.be/nxDqOf7i8CU
►Click to watch TERA SURROOR Movie Trailer - https://youtu.be/E1a981dTcRc

Song - BEKHUDI
Singers - DARSHAN RAVAL, ADITI SINGH SHARMA
Music - HIMESH RESHAMMIYA
Lyrics - SAMEER ANJAAN
Music Programmers: Suhas Parab, Subhash Parab and Priyesh Vakil.Guitarist: Vivek Verma.
Songs Recorded by: Salman Shaikh, Sakar Apte and Anudutt Shamain.
Mixed and Mastered by: Salman Shaikh at HR Musik Studio.
Music - T-Series


Buy it on iTunes - https://geo.itunes.apple.com/in/album/bekhudi-from-teraa-surroor/id1081010145?ls=1&app=itunes

Listen it on Hungama - http://www.hungama.com/#/music/song-bekhudi/17316448

Enjoy and stay connected with us!!

Subscribe to T-Series Channel for unlimited entertainment
http://www.youtube.com/user/tseries?sub_confirmation=1




Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries

Follow us on
http://www.instagram.com/tseries.official



----------------------------------------------",58723,6527,15446222,4663
_QQstAj8NGU,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-30T06:47:47Z,Main Hoon Ghatothkach- Child [Full Song] Ghatothkach,"Song - Main Hoon Ghatothkach- Child
Film - Ghatothkach
Singer - Shravan
Lyricist - Sameer
Music Director - Singeetam Srinivasa Rao
Artist - Various
Music On - T-Series",12309,1815,1642073,450
5Kt5S7UEBZE,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-30T13:08:53Z,"Chain Khuli Ki Main Khuli (Masti Masti) [Full Song] Masti | Vivek Oberoi, Ritesh Deshmukh & Others","Subscribe our channel http://www.youtube.com/tseries
Like us: http://www.facebook.com/tseriesmusic
Follow us: http://www.twitter.com/_Tseries

Song - Chain Khuli Ki Main Khuli (Masti Masti)
Movie - Masti
Singer - Udit Narayan, Shaan
Lyricist - Sameer
Music - Anand Raj Anand
Artist - Aftabh Shivdasani, Vivek Oberoi, Ritesh Deshmukh, Amrita Rao, Tara Sharma
Music Label - T-Series",4447,284,831644,179
EWFdDgqaQPA,UCq-Fj5jknLsUf-MWSy4_brA,2019-08-14T12:30:01Z,Full Video: NAAD KHULA | Malaal | Sharmin Segal | Meezaan | Shreyas Puranik,"Presenting the full video of the song NAAD KHULA  from the movie 'Malaal'.The movie is a contemporary love story between Astha and Shiva, played by debutants Sharmin Segal and Meezaan Jaffrey.
---------------------------------------------------------------
Connect with T-SERIES: 👉 http://bit.ly/TSeriesYouTube
---------------------------------------------------------------
♪ Full Song Available on ♪
iTunes : http://bit.ly/Malaal-Full-Album-iTunes
Hungama : http://bit.ly/Malaal-Full-Album-Hungama
Gaana : http://bit.ly/Malaal-Full-Album-Gaana
JioSaavn : http://bit.ly/Malaal-Full-Album-JioSaavn
Apple Music : http://bit.ly/Malaal-Full-Album-Apple-Music
Amazon Prime Music : http://bit.ly/Malaal-Full-Album-Amazon-Prime-Music
Spotify : http://bit.ly/Malaal-Full-Album-Spotify
Google Play : http://bit.ly/Malaal-Full-Album-Google-Play
----------------------------------------------------------------
For Caller Tunes :
Naad Khula https://bit.ly/2FRyRuN
Naad Khula - Besure Dil Ne https://bit.ly/32bf6rA
Naad Khula - Aajmaau Aa Jara https://bit.ly/2YvzQrT

Set as Caller Tune:
Set ""Naad Khula "" as your caller tune - sms Malaal13 To 54646
Set ""Naad Khula - Besure Dil Ne"" as your caller tune -sms Malaal14 To 54646
Set ""Naad Khula - Aajmaau Aa Jara"" as your caller tune - sms Malaal15 To 54646
________________________________________
SONG: NAAD KHULA
SINGER:  SHREYAS PURANIK
MUSIC:  SHREYAS PURANIK
LYRICIST: PRASHANT INGOLE
MUSIC LABEL: T-SERIES
________________________________________
Operator Codes: 
1.Naad Khula
Vodafone Subscribers Dial 53711395782
Airtel Subscribers Dial 5432117015554
Idea Subscribers Dial 5678911395782
Tata DoCoMo Subscribers dial 54321111395782
BSNL (South / East) Subscribers sms BT 11395782 To 56700
BSNL (North / West) Subscribers sms BT 7289869 To 56700
Virgin Subscribers sms TT 11395782 To 58475
MTNL Subscribers sms PT 11395782 To 56789

2.Naad Khula - Besure Dil Ne
Vodafone Subscribers Dial 53711395755
Airtel Subscribers Dial 5432117015635
Idea Subscribers Dial 5678911395755
Tata DoCoMo Subscribers dial 54321111395755
BSNL (South / East) Subscribers sms BT 11395755 To 56700
BSNL (North / West) Subscribers sms BT 7289866 To 56700
Virgin Subscribers sms TT 11395755 To 58475
MTNL Subscribers sms PT 11395755 To 56789

3.Naad Khula - Aajmaau Aa Jara
Vodafone Subscribers Dial 53711395800
Airtel Subscribers Dial 5432117015579
Idea Subscribers Dial 5678911395800
Tata DoCoMo Subscribers dial 54321111395800
BSNL (South / East) Subscribers sms BT 11395800 To 56700
BSNL (North / West) Subscribers sms BT 7289863 To 56700
Virgin Subscribers sms TT 11395800 To 58475
MTNL Subscribers sms PT 11395800 To 56789
________________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",9971,945,849478,519
Q0ySWaet1_U,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-18T11:36:38Z,Its Happens only  In India [Full Song] Pardesi Babu,"Song - Its Happens only  In India
Film - Pardesi Babu
Singer - Anand Raj Anand
Lyricist - Anand Raj Anand
Music Director - Anand Raj Anand
Artist - Govinda, Raveena Tandon, Shilpa Shetty, Shashikala, Mohnish Behl, Satish Kaushik, Aasif Sheikh, Aroon Bakshi
Music On - T-Series",36018,4245,10131194,1806
tGv8S1TilFU,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-06T04:55:51Z,Ishq Khudai (Full Song) Film - Rudraksh,"Song - Ishq Khudai
Film - Rudraksh
Singer - Shankar Mahadevan, Mahalakshmi Iyer, Shweta, Krishna
Lyricist - Arun Bhairav
Music Director - Shankar Mahadevan, Ehsaan Noorani , Loy Mendonca
Artist - Sanjay Dutt, Bipasa Basu
Music On - T-Series",3313,292,862892,154
al1Rlto5o6E,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-24T17:40:01Z,Aashiq Banaya Aapne - II (Remix) (Full Song) Film - Aashiq Banaya Aapne,"Song - Aashiq Banaya Aapne - II (Remix)
Film - Aashiq Banaya Aapne
Singer - Himesh Reshammiya
Lyricist - Akbar Sami
Music Director - Himesh Reshammiya
Artist - Himesh Reshammiya, Tanushree Datta
Music On - T-Series",66670,6168,22260673,2471
UyNEMDE4-io,UCq-Fj5jknLsUf-MWSy4_brA,2019-12-30T06:50:25Z,"Khuda Haafiz Full Video | The Body | Rishi K, Emraan H, Sobhita,Vedhika |  Arijit Singh, Arko,","Presenting the full video song ""Khuda Haafiz "" from the bollywood movie “The Body”. The song is composed by Arko and sung by  Arijit Singh. The film is starring Rishi Kapoor, Emraan Hashmi, Sobhita Dhulipala & Vedhika. 
Viacom18 Studios Presents An Azure Entertainment Production Produced by Viacom18 Studios & Sunir Kheterpal 
A Jeethu Joseph Film Releasing in cinemas this December, Friday the 13th. 
----------------------------------------------------------------
♪ Full Song Available on ♪ 
iTunes: http://bit.ly/Khuda-Haafiz-The-Body-iTunes
Hungama: http://bit.ly/Khuda-Haafiz-The-Body-Hungama
Wynk: http://bit.ly/Khuda-Haafiz-The-Body-Wynk
Gaana: http://bit.ly/Khuda-Haafiz-The-Body-Gaana
JioSaavn: http://bit.ly/Khuda-Haafiz-The-Body-JioSaavn
Apple Music: http://bit.ly/Khuda-Haafiz-The-Body-AppleMusic
Amazon Prime Music: http://bit.ly/Khuda-Haafiz-The-Body-AmazonPrimeMusic
Spotify: http://bit.ly/Khuda-Haafiz-The-Body-Spotify
Google Play: http://bit.ly/Khuda-Haafiz-The-Body-GooglePlay

----------------------------------------------------------------
For Caller Tunes : 
Khuda Haafiz http://bit.ly/2qFmU79
Khuda Haafiz - Bite Lamho Ko http://bit.ly/35hmxis
Khuda Haafiz - Mite Na Mitaye http://bit.ly/2PyYzbD
Khuda Haafiz - Dubkar Surajne Mujhko Tanha Kar http://bit.ly/2seWwSc

Set as Caller Tune: 
Set ""Khuda Haafiz"" as your caller tune - sms TBODY10 To 54646 
Set ""Khuda Haafiz - Bite Lamho Ko"" as your caller tune - 
sms TBODY11 To 54646
Set ""Khuda Haafiz - Mite Na Mitaye"" as your caller tune - sms TBODY12 To 54646
Set ""Khuda Haafiz - Dubkar Surajne Mujhko Tanha Kar"" as your caller tune - sms TBODY13 To 54646

----------------------------------------------------------------
♫Song - Khuda Haafiz 
♫Singer - Arijit Singh 
♫Music - Arko 
♫Lyrics - Manoj Muntashir & Arko 
♫Music arranged & produced by - Aditya Dev 
♫Guitars - Krishna Pradhan 
♫Recorded by - Rahul Sharma at AMV studios 
♫Mix & Master - Aditya Dev
♫ Music Label- T-Series 

----------------------------------------------------------------
1.Khuda Haafiz
Vodafone Subscribers Dial 53711777082
Idea Subscribers Dial 53711777082
Tata DoCoMo Subscribers dial 54321111777082
BSNL (South / East) Subscribers sms BT 11777082 To 56700
BSNL (North / West) Subscribers sms BT 7342374 To 56700
Virgin Subscribers sms TT 11777082 To 58475
MTNL Subscribers sms PT 11777082 To 56789

2.Khuda Haafiz - Bite Lamho Ko
Vodafone Subscribers Dial 53711777080
Idea Subscribers Dial 53711777080
Tata DoCoMo Subscribers dial 54321111777080
BSNL (South / East) Subscribers sms BT 11777080 To 56700
BSNL (North / West) Subscribers sms BT 7342373 To 56700
Virgin Subscribers sms TT 11777080 To 58475
MTNL Subscribers sms PT 11777080 To 56789

3.Khuda Haafiz - Mite Na Mitaye
Vodafone Subscribers Dial 53711777083
Idea Subscribers Dial 53711777083
Tata DoCoMo Subscribers dial 54321111777083
BSNL (South / East) Subscribers sms BT 11777083 To 56700
BSNL (North / West) Subscribers sms BT 7342375 To 56700
Virgin Subscribers sms TT 11777083 To 58475
MTNL Subscribers sms PT 11777083 To 56789


4.Khuda Haafiz - Dubkar Surajne Mujhko Tanha Kar

Vodafone Subscribers Dial 53711777081

Idea Subscribers Dial 53711777081

Tata DoCoMo Subscribers dial 54321111777081

BSNL (South / East) Subscribers sms BT 11777081 To 56700

BSNL (North / West) Subscribers sms BT 7342217 To 56700

Virgin Subscribers sms TT 11777081 To 58475

MTNL Subscribers sms PT 11777081 To 56789

Enjoy & stay connected with us!

👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube

👉  Like us on Facebook: https://www.facebook.com/tseriesmusic

👉Follow us on Twitter: https://twitter.com/tseries

👉 Follow us on Instagram: http://bit.ly/InstagramTseries",30507,955,1653008,1166
QoJsL5DQ0VI,UCq-Fj5jknLsUf-MWSy4_brA,2015-05-22T10:22:09Z,"'Zindagi Aa Raha Hoon Main' Full Song with LYRICS | Atif Aslam, Tiger Shroff | T-Series","Gulshan Kumar presents Bhushan Kumar’s Zindagi Aa Raha Hu Main FULL Song with LYRICS directed by Ahmed Khan. A T-Series and Paperdoll Entertainment Production Starring Tiger Shroff, Singer Atif Aslam.  

Buy it from iTunes: https://itunes.apple.com/in/album/zindagi-aa-raha-hoon-main/id993156003?ls=1

Listen this song on Hungama: http://www.hungama.com/#/music/album-zindagi-aa-raha-hu-main-songs/6025513

Song - Zindagi Aa Raha Hoon Main
Music Composed by - Amaal Mallik
Singer - Atif Aslam
Lyrics - Manoj Muntashir
Song Programmed by - Abhijit Vaghani & Armaan Mallik
Additional Programming - Amaal Mallik & Apeiruss.
Editor - Nitin F.C.P
DOP - Bashalal Syed
Song Mixed & Mastered by - Eric Pillai @ Future Sound Of Bombay

Set it as your caller tune - 
Zindagi Aa Raha Hoon Main http://bit.ly/1EmXJj0
Zindagi Aa Raha Hoon Main - Main Sarfira Musafir http://bit.ly/1DVTPNy
Zindagi Aa Raha Hoon Main - Dil Ki Suni http://bit.ly/1GSZ5DO
Zindagi Aa Raha Hoon Main - Uthalo Aasamaa http://bit.ly/1Jvhw4s

Enjoy and stay connected with us!!

Subscribe T-Series channel for unlimited entertainment
http://www.youtube.com/tseries




Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries



------------------------------------------

Operator Codes - 

1) Zindagi Aa Raha Hoon Main

Vodafone Subscribers Dial 5376297457
Airtel Subscribers Dial 5432114784681
Idea Subscribers Dial 567896297457
Tata DoCoMo Subscribers dial 5432116297457
Aircel Subscribers sms DT 3507730  To 53000
BSNL (South / East) Subscribers sms BT 6297457 To 56700
BSNL (North / West) Subscribers sms BT 3507730 To 56700
Virgin Subscribers sms TT 6297457 To 58475
MTS Subscribers  sms CT 87566317 to 55777
Uninor Subscribers sms ACT CT 0921782 to 51234
MTNL Subscribers sms PT 6297457 To 56789

2) Main Sarfira Musafir - Zindagi Aa Raha Hoon Main

Vodafone Subscribers Dial 5376297430
Airtel Subscribers Dial 5432114784682
Idea Subscribers Dial 567896297430
Tata DoCoMo Subscribers dial 5432116297430
Aircel Subscribers sms DT 3507728  To 53000
BSNL (South / East) Subscribers sms BT 6297430 To 56700
BSNL (North / West) Subscribers sms BT 3507728 To 56700
Virgin Subscribers sms TT 6297430 To 58475
MTS Subscribers  sms CT 87566318 to 55777
Uninor Subscribers sms ACT CT 0921783 to 51234
MTNL Subscribers sms PT 6297430 To 56789

3) Dil Ki Suni - Zindagi Aa Raha Hoon Main

Vodafone Subscribers Dial 5376297420
Airtel Subscribers Dial 5432114784679
Idea Subscribers Dial 567896297420
Tata DoCoMo Subscribers dial 5432116297420
Aircel Subscribers sms DT 3507727  To 53000
BSNL (South / East) Subscribers sms BT 6297420 To 56700
BSNL (North / West) Subscribers sms BT 3507727 To 56700
Virgin Subscribers sms TT 6297420 To 58475
MTS Subscribers  sms CT 87566319 to 55777
Uninor Subscribers sms ACT CT 0921784 to 51234
MTNL Subscribers sms PT 6297420 To 56789

4) Uthalo Aasamaa - Zindagi Aa Raha Hoon Main

Vodafone Subscribers Dial 5376297440
Airtel Subscribers Dial 5432114784680
Idea Subscribers Dial 567896297440
Tata DoCoMo Subscribers dial 5432116297440
Aircel Subscribers sms DT 3507729  To 53000
BSNL (South / East) Subscribers sms BT 6297440 To 56700
BSNL (North / West) Subscribers sms BT 3507729 To 56700
Virgin Subscribers sms TT 6297440 To 58475
MTS Subscribers  sms CT 87566320 to 55777
Uninor Subscribers sms ACT CT 0921785 to 51234
MTNL Subscribers sms PT 6297440 To 56789",23362,2059,4883121,742
